turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2001-02,18,3,117,282,University of Cincinnati,212,732,24,237,52,35
,2002-03,19,13,129,344,University of Cincinnati,290,879,13,195,43,29
,2003-04,20,43,152,434,University of Cincinnati,304,915,21,222,66,32
,2004-05,21,28,164,506,University of Cincinnati,302,1037,33,254,90,33
