salary,season,team
6373900,2007-08,Orlando Magic
6864200,2008-09,Orlando Magic
9000000,2009-10,Toronto Raptors
10215850,2010-11,Orlando Magic
11015850,2011-12,Orlando Magic
11815850,2012-13,Orlando Magic
12000000,2013-14,Orlando Magic
1448490,2014-15,Los Angeles Clippers
