turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
46,2011-12,19,59,60,177,Virginia Commonwealth University,145,675,77,106,8,36
41,2012-13,20,98,67,194,Virginia Commonwealth University,159,751,98,102,9,36
65,2013-14,21,136,114,329,Virginia Commonwealth University,254,1010,121,142,5,35
34,2014-15,22,85,55,162,Virginia Commonwealth University,137,529,78,73,4,20
