salary,season,team
1044120,2007-08,Chicago Bulls
797581,2008-09,Los Angeles Lakers
2000000,2009-10,Los Angeles Lakers
2200000,2010-11,Los Angeles Lakers
3500000,2011-12,Phoenix Suns
3500000,2012-13,Phoenix Suns
3500000,2013-14,Phoenix Suns
