turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,19,3,58,137,University of Arizona,89,,6,118,26,29
72,2007-08,20,27,184,450,University of Arizona,297,,17,270,56,34
97,2008-09,21,50,252,621,University of Arizona,469,,30,375,58,34
