salary,season,team
442114,2008-09,Golden State Warriors
736420,2009-10,Golden State Warriors
4000000,2010-11,New Jersey Nets
4000000,2011-12,New Jersey Nets
4000000,2012-13,Dallas Mavericks
1027424,2013-14,New Orleans Pelicans
3200000,2014-15,Oklahoma City Thunder
3344000,2015-16,Oklahoma City Thunder
3488000,2016-17,Chicago Bulls
