salary,season,team
2020200,2011-12,Utah Jazz
2171640,2012-13,Utah Jazz
2202000,2013-14,Utah Jazz
3034356,2014-15,Utah Jazz
9213484,2015-16,Utah Jazz
10154495,2016-17,Utah Jazz
