off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
123,52,.445,54,2015-16,20,CHI,186,436,436,1102,PF,214,regular,25,22,62
75,35,.531,37,2016-17,21,CHI,183,437,375,1000,PF,221,regular,16,11,64
5,7,.606,6,2016-17,21,CHI,17,40,33,121,PF,31,playoffs,3,3,6
