off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
20,165,.430,80,2007-08,34,TOT,120,317,337,1037,PG,98,regular,30,2,60
14,112,.490,50,2007-08,34,MEM,77,211,194,624,PG,57,regular,19,0,29
6,53,.350,30,2007-08,34,SAS,43,106,143,413,PG,41,regular,11,2,31
2,2,.367,1,2007-08,34,SAS,5,13,15,35,PG,5,playoffs,1,0,7
