turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1997-98,18,6,35,110,University of North Carolina,66,,12,91,33,38
66,1998-99,19,33,160,408,University of North Carolina,247,1035,10,235,60,34
68,1999-00,20,37,191,488,University of North Carolina,274,1071,7,271,91,36
66,2000-01,21,42,155,405,University of North Carolina,262,901,18,242,120,33
