salary,season,team
770610,2007-08,Minnesota Timberwolves
3650000,2008-09,Minnesota Timberwolves
3867500,2009-10,Minnesota Timberwolves
4000000,2010-11,Los Angeles Clippers
4000000,2011-12,Los Angeles Clippers
4000000,2012-13,Los Angeles Clippers
1186459,2013-14,Oklahoma City Thunder
