salary,season,team
9366666,2007-08,Philadelphia 76ers
10333334,2008-09,Philadelphia 76ers
6730800,2009-10,Portland Trail Blazers
7269264,2010-11,Portland Trail Blazers
7807728,2011-12,Denver Nuggets
5000000,2012-13,Denver Nuggets
5000000,2013-14,Denver Nuggets
4625000,2014-15,Sacramento Kings
1499187,2015-16,Minnesota Timberwolves
396844,2015-16,San Antonio Spurs
