turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
71,2014-15,20,64,161,417,Indiana University,298,882,32,238,15,32
93,2015-16,21,70,163,464,Indiana University,318,916,39,204,28,35
