salary,season,team
944520,2007-08,Detroit Pistons
1015440,2008-09,Detroit Pistons
1086240,2009-10,Denver Nuggets
1959577,2010-11,Denver Nuggets
7562500,2011-12,Denver Nuggets
7750000,2012-13,Orlando Magic
7312500,2013-14,Orlando Magic
7750000,2014-15,Portland Trail Blazers
8000000,2015-16,New York Knicks
12500000,2016-17,Sacramento Kings
