turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,30,60,163,Georgetown University,128,507,11,111,40,32
,2005-06,19,44,148,382,Georgetown University,251,793,8,227,54,33
,2006-07,20,39,186,477,Georgetown University,277,975,18,254,90,37
57,2007-08,21,63,179,454,Georgetown University,294,894,18,216,75,34
