turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,18,62,176,484,University of Arizona,363,,37,179,13,31
80,2007-08,19,99,204,583,University of Arizona,457,,38,184,6,34
85,2008-09,20,118,219,630,University of Arizona,456,,50,217,16,35
