salary,season,team
3567096,2010-11,Denver Nuggets
3343896,2011-12,Denver Nuggets
3140429,2012-13,Denver Nuggets
4400000,2013-14,Denver Nuggets
4650000,2014-15,Cleveland Cavaliers
4950000,2015-16,Cleveland Cavaliers
16000000,2016-17,Los Angeles Lakers
