turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,19,67,29,89,Gonzaga University,104,,29,71,3,33
,2006-07,20,156,142,410,Gonzaga University,292,,48,146,3,34
111,2007-08,21,199,149,398,Gonzaga University,300,,47,121,9,33
81,2008-09,22,167,138,348,Gonzaga University,288,,46,117,5,34
