salary,season,team
1715040,2007-08,Utah Jazz
1834680,2008-09,Utah Jazz
2717161,2009-10,Memphis Grizzlies
4790000,2010-11,Chicago Bulls
4710000,2011-12,Chicago Bulls
1069509,2012-13,Oklahoma City Thunder
1186459,2013-14,Houston Rockets
