turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
70,1994-95,18,136,129,375,Eastern Michigan University,312,976,50,73,4,30
77,1995-96,19,181,156,479,Eastern Michigan University,361,1031,58,71,2,31
115,1996-97,20,147,208,611,Eastern Michigan University,492,1163,60,67,1,32
,1997-98,21,160,266,746,Eastern Michigan University,564,,54,66,3,29
