salary,season,team
1225200,2008-09,New Jersey Nets
1317120,2009-10,Orlando Magic
1409040,2010-11,Orlando Magic
2244601,2011-12,Orlando Magic
8700000,2012-13,New Orleans Hornets
8308500,2013-14,New Orleans Pelicans
8491500,2014-15,New Orleans Pelicans
8500000,2015-16,New Orleans Pelicans
18735364,2016-17,Houston Rockets
