off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
35,121,.523,101,2016-17,23,TOT,327,866,767,1888,SG,234,regular,38,9,82
19,77,.487,48,2016-17,23,NOP,185,488,471,1161,SG,147,regular,18,7,57
16,44,.579,53,2016-17,23,SAC,142,378,296,727,SG,87,regular,20,2,25
