turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
40,1999-00,19,24,112,287,University of Illinois at Urbana-Champaign,213,595,22,143,28,32
66,2000-01,20,43,147,391,University of Illinois at Urbana-Champaign,269,846,21,212,45,35
77,2001-02,21,44,174,471,University of Illinois at Urbana-Champaign,342,1008,29,233,50,35
83,2002-03,22,60,202,599,University of Illinois at Urbana-Champaign,422,940,20,227,13,30
