salary,season,team
2710560,2009-10,Golden State Warriors
2913840,2010-11,Golden State Warriors
3117120,2011-12,Golden State Warriors
3958742,2012-13,Golden State Warriors
9887642,2013-14,Golden State Warriors
10629213,2014-15,Golden State Warriors
11370786,2015-16,Golden State Warriors
12112359,2016-17,Golden State Warriors
