salary,season,team
1800000,2007-08,Dallas Mavericks
434091,2007-08,Los Angeles Lakers
249478,2007-08,Golden State Warriors
1971941,2008-09,Dallas Mavericks
880658,2008-09,Los Angeles Lakers
959111,2009-10,Los Angeles Lakers
1069509,2010-11,New Orleans Hornets
