off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
5,0,.333,7,2007-08,23,SAC,5,12,15,71,C,7,regular,2,2,9
8,3,.500,8,2011-12,27,NOH,7,23,14,98,C,19,regular,5,4,5
