salary,season,team
8500000,2007-08,Chicago Bulls
8000000,2008-09,Sacramento Kings
7500000,2009-10,Sacramento Kings
6850000,2010-11,Philadelphia 76ers
6650000,2011-12,Philadelphia 76ers
