turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
44,2011-12,19,38,63,188,University of Virginia,159,626,14,78,3,28
53,2013-14,21,101,150,470,University of Virginia,363,1163,44,201,5,37
58,2014-15,22,81,158,476,University of Virginia,374,1105,24,134,14,34
52,2015-16,23,115,230,675,University of Virginia,503,1263,35,150,9,37
