salary,season,team
5144280,2010-11,Washington Wizards
5530080,2011-12,Washington Wizards
5915880,2012-13,Washington Wizards
7459925,2013-14,Washington Wizards
14746000,2014-15,Washington Wizards
15851950,2015-16,Washington Wizards
16957900,2016-17,Washington Wizards
