salary,season,team
4320000,2007-08,Philadelphia 76ers
4640000,2008-09,Philadelphia 76ers
4960000,2009-10,Toronto Raptors
5080000,2010-11,Toronto Raptors
1229255,2011-12,Los Angeles Clippers
1622617,2012-13,Brooklyn Nets
1695635,2013-14,Brooklyn Nets
1768653,2014-15,Sacramento Kings
