salary,season,team
1830720,2007-08,Philadelphia 76ers
1968120,2008-09,Philadelphia 76ers
2105400,2009-10,Philadelphia 76ers
2901241,2010-11,Philadelphia 76ers
7478261,2011-12,Philadelphia 76ers
8289130,2012-13,Philadelphia 76ers
8600000,2013-14,Philadelphia 76ers
9410870,2014-15,Brooklyn Nets
11200000,2015-16,Brooklyn Nets
14153652,2016-17,Indiana Pacers
