salary,season,team
1040640,2008-09,Portland Trail Blazers
1118760,2009-10,Portland Trail Blazers
1196760,2010-11,Portland Trail Blazers
2155365,2011-12,Portland Trail Blazers
10850000,2012-13,Portland Trail Blazers
11295250,2013-14,Portland Trail Blazers
11765500,2014-15,Portland Trail Blazers
12235750,2015-16,Charlotte Hornets
20869566,2016-17,Charlotte Hornets
