salary,season,team
2974080,2007-08,Portland Trail Blazers
3771133,2008-09,Portland Trail Blazers
4344000,2009-10,Portland Trail Blazers
4800000,2010-11,Minnesota Timberwolves
5256000,2011-12,Minnesota Timberwolves
1600000,2012-13,Washington Wizards
600000,2012-13,Minnesota Timberwolves
5150000,2013-14,Washington Wizards
5381750,2014-15,Washington Wizards
5613500,2015-16,Washington Wizards
830000,2016-17,Washington Wizards
