turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
56,2007-08,18,43,79,233,St. John's University,177,,37,173,10,30
73,2008-09,19,101,134,441,St. John's University,333,,52,226,14,34
82,2009-10,20,102,158,497,St. John's University,351,1037,38,202,22,33
55,2010-11,21,65,104,333,St. John's University,228,919,56,180,15,32
