turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,18,27,50,143,Oklahoma State University,107,,17,64,4,32
,2006-07,19,66,104,340,Oklahoma State University,259,,47,141,11,34
88,2007-08,20,47,118,348,Oklahoma State University,289,,48,140,6,33
65,2008-09,21,67,168,488,Oklahoma State University,344,,61,167,12,35
