salary,season,team
473604,2012-13,New Orleans Hornets
788872,2013-14,New Orleans Pelicans
2732000,2014-15,Charlotte Hornets
2854940,2015-16,Portland Trail Blazers
1050961,2016-17,Charlotte Hornets
