salary,season,team
998398,2008-09,Denver Nuggets
3650000,2009-10,Denver Nuggets
4533300,2010-11,Denver Nuggets
4234000,2011-12,Denver Nuggets
4526000,2012-13,Denver Nuggets
699952,2012-13,Miami Heat
1399507,2013-14,Miami Heat
5375000,2014-15,Miami Heat
5000000,2015-16,Memphis Grizzlies
1551659,2016-17,Charlotte Hornets
