salary,season,team
473604,2011-12,Boston Celtics
762195,2012-13,Orlando Magic
884293,2013-14,Orlando Magic
948163,2014-15,Chicago Bulls
1015421,2015-16,Chicago Bulls
8081363,2016-17,New Orleans Pelicans
