turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,18,31,71,173,University of California,153,,8,77,7,33
65,2007-08,19,65,188,503,University of California,412,,18,119,3,33
55,2008-09,20,68,176,478,University of California,399,,26,127,5,33
50,2009-10,21,71,204,546,University of California,457,1209,56,190,3,35
