salary,season,team
13250000,2007-08,Denver Nuggets
14431816,2008-09,Denver Nuggets
15363636,2009-10,Denver Nuggets
16545454,2010-11,Denver Nuggets
2500000,2011-12,Los Angeles Clippers
437470,2012-13,New York Knicks
1399507,2013-14,New York Knicks
414551,2014-15,Milwaukee Bucks
