turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1997-98,18,135,128,347,Florida International University,276,773,,87,,29
,1998-99,19,93,83,249,Florida International University,190,596,,57,,20
,1999-00,20,114,136,389,Florida International University,299,792,,57,,22
,2000-01,21,117,215,616,Florida International University,499,1113,,100,,29
