salary,season,team
4400000,2007-08,Utah Jazz
4956818,2008-09,Utah Jazz
5155115,2009-10,Utah Jazz
5000000,2010-11,Chicago Bulls
5000000,2011-12,Chicago Bulls
5000000,2012-13,Atlanta Hawks
6760563,2013-14,Atlanta Hawks
6253521,2014-15,Atlanta Hawks
5746479,2015-16,Atlanta Hawks
5239437,2016-17,Cleveland Cavaliers
