turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,19,51,95,295,University of Kentucky,227,,32,96,2,34
12,2007-08,20,16,27,97,University of Kentucky,88,,6,29,1,11
96,2008-09,21,63,263,854,University of Kentucky,568,,48,122,5,36
