salary,season,team
9280000,2007-08,Milwaukee Bucks
10602667,2008-09,New Jersey Nets
10560000,2009-10,New Jersey Nets
71951,2010-11,San Antonio Spurs
594836,2011-12,Los Angeles Clippers
