turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1997-98,19,40,96,275,Duke University,178,,51,230,53,36
32,1998-99,20,55,114,338,Duke University,209,881,65,180,43,37
44,1999-00,21,72,190,593,Duke University,383,1206,68,192,70,34
60,2000-01,22,72,251,778,Duke University,533,1363,82,285,88,39
