salary,season,team
1721000,2010-11,Chicago Bulls
1857500,2011-12,Chicago Bulls
8374646,2012-13,Houston Rockets
8374646,2013-14,Houston Rockets
8374646,2014-15,New Orleans Pelicans
11000000,2015-16,New Orleans Pelicans
9904494,2016-17,New Orleans Pelicans
