salary,season,team
1006200,2008-09,San Antonio Spurs
1081680,2009-10,San Antonio Spurs
1157160,2010-11,San Antonio Spurs
2086360,2011-12,Indiana Pacers
8000000,2012-13,Indiana Pacers
8000000,2013-14,Indiana Pacers
8000000,2014-15,Indiana Pacers
8000000,2015-16,Indiana Pacers
8000000,2016-17,Utah Jazz
