salary,season,team
2804889,2007-08,Philadelphia 76ers
11300000,2008-09,Philadelphia 76ers
12200000,2009-10,Philadelphia 76ers
12345250,2010-11,Philadelphia 76ers
13531750,2011-12,Philadelphia 76ers
14968250,2012-13,Denver Nuggets
12868632,2013-14,Golden State Warriors
12289544,2014-15,Golden State Warriors
11710456,2015-16,Golden State Warriors
11131368,2016-17,Golden State Warriors
