salary,season,team
1919160,2011-12,Phoenix Suns
2063040,2012-13,Phoenix Suns
2091840,2013-14,Phoenix Suns
2989239,2014-15,Phoenix Suns
8000000,2015-16,Washington Wizards
7400000,2016-17,Washington Wizards
