turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,18,28,141,374,University of Kansas,297,854,24,119,20,33
,2004-05,19,41,111,302,University of Kansas,275,831,25,114,22,30
,2006-07,21,60,156,412,University of New Mexico,354,785,22,169,13,26
73,2007-08,22,103,210,537,University of New Mexico,407,1063,47,290,39,33
