salary,season,team
13041250,2007-08,Cleveland Cavaliers
14410581,2008-09,Cleveland Cavaliers
15779912,2009-10,Cleveland Cavaliers
14500000,2010-11,Miami Heat
16022500,2011-12,Miami Heat
17545000,2012-13,Miami Heat
19067500,2013-14,Miami Heat
20644400,2014-15,Cleveland Cavaliers
22971000,2015-16,Cleveland Cavaliers
30963450,2016-17,Cleveland Cavaliers
