salary,season,team
2146000,2007-08,New Jersey Nets
5585000,2008-09,Charlotte Bobcats
6031800,2009-10,Charlotte Bobcats
6478600,2010-11,Charlotte Bobcats
6925400,2011-12,Charlotte Bobcats
7372200,2012-13,Charlotte Bobcats
