turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
30,2010-11,19,50,78,223,Syracuse University,190,554,38,53,4,34
48,2011-12,20,92,170,467,Syracuse University,357,891,67,85,12,37
