turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
33,2011-12,18,13,52,131,University of Maryland,94,466,4,119,47,22
60,2012-13,19,37,173,452,University of Maryland,324,1004,8,298,78,38
