salary,season,team
1345800,2007-08,Golden State Warriors
1446720,2008-09,Golden State Warriors
1547640,2009-10,Toronto Raptors
2380270,2010-11,New Orleans Hornets
3377604,2011-12,New Orleans Hornets
1957000,2012-13,Chicago Bulls
2750000,2013-14,San Antonio Spurs
2873750,2014-15,San Antonio Spurs
6333333,2015-16,Sacramento Kings
6333333,2016-17,Charlotte Hornets
