off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
29,10,.341,10,2007-08,38,BOS,14,39,41,209,PF,39,regular,5,8,18
18,12,.464,12,2007-08,38,BOS,26,73,56,341,PF,41,playoffs,5,10,25
