salary,season,team
8840000,2007-08,Denver Nuggets
9680000,2008-09,Denver Nuggets
10520000,2009-10,Denver Nuggets
11360000,2010-11,Denver Nuggets
13000000,2011-12,Denver Nuggets
13000000,2012-13,Washington Wizards
13000000,2013-14,Washington Wizards
13000000,2014-15,Washington Wizards
13000000,2015-16,Washington Wizards
2898000,2016-17,Houston Rockets
