turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
78,2010-11,18,52,97,310,University of Tulsa,224,672,20,56,3,27
83,2011-12,19,79,167,511,University of Tulsa,384,1052,29,120,17,31
93,2013-14,21,118,209,612,University of Missouri,467,1228,38,134,6,35
