salary,season,team
4952380,2007-08,Denver Nuggets
3250000,2008-09,New Jersey Nets
3100000,2009-10,Dallas Mavericks
3000000,2010-11,Charlotte Bobcats
2750000,2011-12,Charlotte Bobcats
