turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,19,15,36,102,University of Florida,60,273,6,72,19,29
,2005-06,20,80,202,552,University of Florida,322,972,44,278,95,39
,2006-07,21,90,173,479,University of Florida,285,1034,45,337,72,40
