salary,season,team
2715000,2007-08,Milwaukee Bucks
3448050,2008-09,Milwaukee Bucks
6500000,2009-10,Detroit Pistons
7020000,2010-11,Detroit Pistons
7540000,2011-12,Detroit Pistons
8060000,2012-13,Detroit Pistons
8580000,2013-14,Detroit Pistons
1316809,2014-15,Dallas Mavericks
1499187,2015-16,Dallas Mavericks
