salary,season,team
650000,2009-10,Philadelphia 76ers
762195,2010-11,Philadelphia 76ers
854389,2011-12,Philadelphia 76ers
1500000,2012-13,Los Angeles Lakers
1550000,2013-14,Los Angeles Lakers
6000000,2014-15,Detroit Pistons
6270000,2015-16,Detroit Pistons
6540000,2016-17,Orlando Magic
