turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,19,135,107,282,University of Arizona,206,,17,109,1,30
,2004-05,20,166,104,298,University of Arizona,246,,44,135,3,37
,2005-06,21,154,119,370,University of Arizona,281,,48,121,4,33
,2006-07,22,215,117,368,University of Arizona,257,,47,125,5,31
