turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,19,0,0,2,McNeese State University,0,,1,1,0,2
,2006-07,22,28,112,329,Northwestern State University,212,,36,89,16,27
89,2007-08,23,63,189,542,Northwestern State University,394,,39,204,22,33
